Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Mar-15,Junior,,,C,Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",BDUK,,,DCMS2003,,15.78,23900,26473,Policy,,
Mar-15,Junior,,,D,Policy Support Officer,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",BDUK,,,DCMS2003,,2,20436,21233,Policy,,
Mar-15,Junior,,,A(U),Senior Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2002,,1,53494,66006,Policy,,
Mar-15,Junior,,,A,Senior Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2002,,18.25,47219,56243,Policy,,
Mar-15,Junior,,,B,Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2002,,25.76,31052,37502,Policy,,
Mar-15,Junior,,,C,Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GEO,,,DCMS2002,,5,23900,26473,Policy,,
Mar-15,Junior,,,A,Senior Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GAC,,,DCMS1001,,1,47219,56243,Policy,,
Mar-15,Junior,,,B,Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GAC,,,DCMS1001,,5,31052,37502,Policy,,
Mar-15,Junior,,,C,Policy Advisor,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",GAC,,,DCMS1001,,6.36,23900,26473,Policy,,
Mar-15,Junior,,,A,Not in Post,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Maternity,,,DCMS3001,,2,47219,56243,Other,,
Mar-15,Junior,,,B,Not in Post,,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Maternity,,,DCMS3001,,3.45,31052,37502,Other,,
Sep-12,Senior,DSL100001,N/D,SCS1,Head of Tourism,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6445,N/D,FIN099997,N/D,0.81,N/A,,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-12,Senior,DSL100002,N/D,SCS1,Head of Sport,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6007,N/D,GOE100004,N/D,1,N/A,,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-12,Senior,FIN099997,Sam Foley,SCS2,Director,"Director, Finance, and Chair of the Investment Committee. Director level lead on Tourism and Heritage (including the Department's relationship with English Heritage and Visit Britain) and Evidence and Analysis. SRO for 2012 Tourism Strategy. Lead on Transparency. Member of the Departmental Board.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6353,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,1,90000,94999,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-12,Senior,FIN099998,N/D,SCS1,Head of Finance,Responsible for the financial management and performance of the Department and its NDPBs,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6353,N/D,FIN099997,N/D,1,N/A,,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-12,Senior,GAC100000,N/D,SCS1,Head of Government Art Collection,Curator,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7580-9120,N/D,CUL100000,N/D,1,N/A,,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-12,Senior,GOE100001,Jeremy Beeton,SCS3,"Director General, Government Olympic Executive",Senior Responsible Owner for delivery of the Olympic Programme,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6445,jeremy.beeton@culture.gsi.gov.uk,PSO100036,5448964,1,225000,229999,Operational Delivery,The budgetary responsibilty of the Government Olympic Executive is under one SCS3,1
Sep-12,Senior,GOE100003,Nicola Roche,SCS2,Director of Operations,Responsible for Government Olympic Operations,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,90000,94999,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100004,David Brooker,SCS2,"Director, Legacy",Responsible for ensuring that the government's Olympic legacy commitments are delivered,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6445,N/D,GOE100001,N/D,1,95000,99999,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100005,N/D,SCS1,Head of Operations,"Responsible for Government Olympic Executive resourcing, diversity, and accessibility.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/A,,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100008,N/D,SCS1,Head of Projects,Head of team assuring Olympic venues and infrastructure delivery,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,1,N/A,,Programme and Project Management (PPM),"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100009,N/D,SCS1,Head of UK Olympic Legacy,Responsible for bringing together cross-Government programmes to maximise national dividend from the public investment in the Games and support the Olympic legacy Governance structures,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,N/D,1,N/A,,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100010,N/D,SCS1,Head of Safety and Security,"Government Olympic Executive lead on safety and security, including assurance and integration with other operations; and SCS lead on Olympic Park Legacy.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,N/A,,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100011,N/D,SCS1,Head of Government Services,Responsible for oversight of all the services Government needs to deliver in 2012 for the Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,N/A,,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100013,N/D,SCS1,GOE Head of Finance and LOCOG,Leading on the management of the £9.3bn public sector funding package for the Games and assurance of LOCOG finances,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,1,N/A,,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100014,N/D,SCS1,Head of Risk Management,Responsible for assuring aspects of the London 2012 Olympic and Paralympic Games Programme,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/A,,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100079,N/D,SCS1,Performance Manager,Programme Manager with responsibility for ensuring the Department's London 2012 team work in line with other delivery partners to the overall project plan,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/A,,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100111,N/D,SCS1,Head of Secondment Programmes,Responsible for securing cross-public sector secondees for LOCOG.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,0,0,Operational Delivery,"Paid by the Home Office. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100114,N/D,SCS1,Head of London and UK Wide Operations,"Responsible for assuring integrated planning and preparations outside venues for the Torch Relays and Games by GLA, London boroughs, local authorities across the UK and their delivery partners.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,0,0,Operational Delivery,"Paid by the Home Office. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100119,David Goldstone,SCS2,Government Olympic Executive Finance Director,"Leading on assurance and delivery of the Games’ venues and infrastructure, and that the whole programme remains on budget and provides value for money","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,185000,189999,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100130,N/D,SCS1,Head of Games Readiness,"Responsible for delivery of Games Readiness exercises, assuring that appropriate structures are in place","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100150,N/D,1,N/A,,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100131,N/D,SCS1,Head of Supply Chain Management,Coordinating critical supply chain activity for the 2012 Olympic and Paralympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6937,N/D,GOE100119,N/D,0.5,N/A,,Procurement,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100133,N/D,SCS1,"Deputy Director, Government Operations (LOCOG and Cross-cutting Workforce)",Responsible for LOCOG workforce planning and resourcing for the 2012 Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,0.5,N/A,,Operational Delivery,"Part pay-cost shared with HO and ODA. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100150,Clive Bairsto,SCS2,"Director, Integration and Readiness",Responsible for assuring and integrating the 5 command and control domains operating during Games time,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6927,N/D,GOE100001,N/D,1,0,0,Operational Delivery,"Paid by the MoD, and therefore the salary cost is represented in the MoD's transparency exercise. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-12,Senior,GOE100155,N/D,SCS1,Head of Programme Office,Responsible for the broad range of stakeholders to help deliver the Government’s objectives for the Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,N/D,1,N/A,,Programme and Project Management (PPM),"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
